date,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
7/1/2007,-1.542018336,-0.434086518,,0.814844896,,-0.664051692,-1.611734177,1.277157227,0.16629857,-0.629676603,,0.418749326
8/1/2007,1.484779503,-0.297294626,,-1.295494737,,0.400490134,-0.066942271,1.159032973,1.969728154,1.562687026,,0.511675334
9/1/2007,-0.170902714,0.183506359,,-1.01377635,,-0.280627376,-0.146203781,-0.997735843,-0.913277951,0.626951397,,0.038999288
10/1/2007,1.900317844,0.621223353,,1.238420871,,1.026843064,-0.209306495,1.633230936,1.620742915,-0.145683606,,1.27697313
11/1/2007,0.193658882,0.881444473,,-0.375910202,,-1.592043826,1.90772967,-1.44682429,0.550907425,-1.485832606,,-0.136123464
12/1/2007,0.588109038,-0.25814337,,-0.550835897,,-1.09909339,0.13957687,0.264790333,0.237900688,0.406197281,,0.375170147
1/1/2008,-1.392258346,0.343272139,,-0.581823838,,0.591114875,-0.963685661,0.344638525,-1.86072253,0.698060382,,-0.321142396
2/1/2008,0.223532321,0.548891182,,0.30405656,,-0.41404551,0.005644019,0.816884165,-0.631033602,1.199868286,,-0.386419123
3/1/2008,-1.011799287,-0.38526788,,0.852794237,,-0.377588968,0.199837433,0.002347821,-0.715960248,-0.247959236,,-0.403109127
4/1/2008,-1.18184671,-1.2812851,,-0.187502848,,-1.512402638,-0.706832418,0.425979677,0.793678053,1.168651383,,-0.224572654
5/1/2008,2.712670465,-1.585480359,,-0.833130291,,-0.510391986,-2.008970959,1.639757924,0.323260516,-0.063639827,,-0.640078869
6/1/2008,-1.015579073,-0.177697563,,-0.894071231,,0.39666922,-1.700802369,1.441026928,-0.910608682,-0.279037847,,0.266307209
7/1/2008,-0.866481239,0.11208567,,-0.189649654,,0.323537787,0.181927778,-0.770292106,-0.452477888,0.333328603,,-0.289698035
8/1/2008,-0.628007118,0.374456892,,0.416799401,,-1.083276747,-1.714552944,0.884916533,0.681503219,0.301934976,,0.744900876
9/1/2008,-0.805873296,-0.945733143,,0.939092557,,0.148741123,0.760031066,1.099327817,0.579697523,-0.566945102,,0.155018348
10/1/2008,-0.637710869,1.238332847,,0.339926631,,-0.270560212,0.293366809,0.087511279,-0.138754137,0.623137729,,0.16583181
11/1/2008,2.261841273,0.033059724,,0.340532834,,-0.531649375,-1.176467617,-1.154743446,-1.79791595,0.816564766,,-0.866574213
12/1/2008,-0.480593722,-1.09399639,,0.233001743,,1.057253608,0.340728546,1.801892395,-0.53838156,-0.286294418,,1.828437649
1/1/2009,-0.457887765,-0.681049345,,0.066200607,,0.85999217,-0.098787915,-0.23598315,0.392256251,1.790822094,,0.140975453
2/1/2009,0.915549524,-0.300756855,,0.36969874,,-0.712530086,-0.066937029,-1.827643815,-1.240150837,-0.516287968,,1.211480063
3/1/2009,2.077876293,-1.204385387,,-1.85996822,,0.534856547,-0.144183031,0.181775347,-1.1121517,0.448238682,,0.649774769
4/1/2009,-1.139694152,0.667185808,,1.478759256,,-0.263183787,0.326444631,0.131118891,-0.382795328,-0.297671527,,1.615162604
5/1/2009,-0.150869905,-1.121439131,,1.002938424,,1.198563212,0.629175998,-0.014911395,-0.220477179,0.888637109,,1.058572786
6/1/2009,-0.116061399,1.214411165,,-0.482906434,,-0.67861031,1.184064258,0.274917449,-1.178728352,0.659510043,,-1.403811748
7/1/2009,0.497884236,-1.156320622,,-0.1514813,,-0.809013489,0.908331958,-1.267140862,-0.631200436,-1.502129403,,1.912814167
8/1/2009,0.684536523,0.136017,,-0.916647611,,0.767347111,0.287633934,1.966660412,0.239875608,-0.543556819,,-0.298504308
9/1/2009,1.666811077,-0.554791893,,0.613607545,,0.426333444,0.198928302,0.030204885,0.010858182,0.300816784,,0.043664361
10/1/2009,0.86730028,1.284706488,,2.134727062,,1.25605294,0.792811043,-0.677286828,1.610247043,-1.720153254,,-0.958923611
11/1/2009,1.791295502,-0.528177056,,1.735926705,,-0.474122005,0.955004223,1.071961607,-1.873901854,0.858773553,,-0.662779805
12/1/2009,-0.653616071,0.520498583,,-1.370828732,,-0.938783663,1.57973393,1.212494699,-1.100268632,-0.13831113,,0.790465127
1/1/2010,0.811695222,-1.135885588,,0.165229204,,-0.082916412,1.073097505,-1.354374629,0.485550625,-0.916010845,,-0.643707346
2/1/2010,-0.621475462,0.44973603,,0.11215942,,-0.241804417,0.670675184,-0.050245278,1.094161346,0.884659724,,0.696933856
3/1/2010,0.634771053,1.127937756,,-0.650803008,,-1.058961722,-0.256605647,-0.682174358,-0.395912242,0.640395871,,0.3481163
4/1/2010,0.10120541,-0.748347561,,-0.820721812,,-1.587128208,-1.202109714,0.48211136,0.870402618,0.059033697,,-0.018253246
5/1/2010,-1.446517694,-1.175715505,,1.18231178,,0.412147281,-0.183137911,-1.348620189,1.106773246,0.033436209,,0.387095883
6/1/2010,-1.043279639,0.13215972,,-0.800306881,,-0.467320702,-1.039880605,-1.540276569,0.106456823,-0.157885931,,-1.371217976
7/1/2010,0.234708454,0.223880743,,2.255471945,,-0.699312001,-1.538458818,0.579210302,1.409306872,0.408472766,,0.749056984
8/1/2010,-0.284639377,-0.007189482,,0.44511344,,-0.902001161,-0.86154242,-0.37728015,1.003812497,0.837551194,,0.896757305
9/1/2010,1.176101798,0.547486487,,0.308607221,,1.161792769,-1.699596208,-0.30355723,0.187591694,-0.109574757,,0.503223295
10/1/2010,1.058666421,-0.158023571,,2.160421912,,1.615321028,1.671231898,0.628066945,-0.781285147,-2.741156632,,-0.631306778
11/1/2010,-0.085415918,1.102413834,,-1.157064752,,-0.126579752,-1.177383795,-0.021391891,-0.104576473,0.156019164,,0.960999039
12/1/2010,-2.253607545,-0.708245617,,0.041081451,,-0.147127491,-1.72092093,0.206412978,1.387761413,-0.469939326,,-0.910185251
1/1/2011,-2.032691915,-1.269509473,,-1.083154384,,1.027904613,-0.832302923,-1.148287095,0.850673541,0.484471295,,-0.488552305
2/1/2011,-0.764868963,-0.632800974,,0.00535553,,-0.516747246,0.284906459,0.682135158,0.18066288,0.470432073,,0.21709758
3/1/2011,0.712038008,0.631643684,,0.079148817,,-0.925615514,0.232747606,-0.046515838,-2.187785464,0.144210506,,-1.522309694
4/1/2011,0.613333539,1.27224762,,0.523022816,,-0.098078706,-1.227956069,0.69244776,0.026128978,-1.41139323,,-0.722061853
5/1/2011,0.731508785,1.21689608,,-0.033971287,,-0.234687823,-0.78259262,-0.141244903,-0.02969752,0.060911902,,0.144653266
6/1/2011,-0.598276571,0.236997701,,0.258739049,,0.923405485,0.890761871,0.263435849,-0.277616438,-0.373474126,,0.122446319
7/1/2011,-1.002785859,0.276456182,,-0.641941921,,0.123838016,-0.424800128,-0.619739773,0.036932896,-1.770611386,,-1.65446953
8/1/2011,0.11779361,-0.540462967,,0.771169796,,0.066131361,0.530124888,-1.29658554,1.146531114,-0.482110383,,-1.387944262
9/1/2011,1.951993218,-0.353699408,,0.06916011,,1.612686155,-0.763050266,0.285547192,-1.290150015,1.765822994,,0.694977818
10/1/2011,1.143009664,-1.654497761,,-0.187834161,,0.103835596,-0.214898891,0.139679928,0.819431972,2.71377168,,0.752706545
11/1/2011,0.094303538,0.702025569,,-0.931326749,,2.245522216,-0.993526764,2.336470151,0.847947204,0.640550506,,-1.433915849
12/1/2011,-0.765404754,-0.493298483,,-0.113290409,,-0.479028384,1.981974625,-0.558490396,-1.945476751,-0.353932769,,0.41750267
1/1/2012,-0.905225915,0.252384704,,0.65495047,,0.305103246,-0.384507194,-0.229572413,1.584687296,1.249178068,,-0.353972446
2/1/2012,-0.343593788,2.403529761,,0.007089636,,0.328200657,-0.234170519,-1.134154061,0.323982206,1.280080423,,-0.633497244
3/1/2012,0.15263919,-0.098671981,,-0.068920919,,0.915416523,-0.766167284,0.394737123,1.002089982,0.51219828,,-0.64781384
4/1/2012,1.134864686,-1.297851187,,0.281287564,,0.36878549,-0.619036074,0.16756527,0.051305355,-0.1269794,,0.546024091
5/1/2012,-0.388137897,0.09491985,,-1.393299793,,0.677296153,1.422454286,0.226560705,-0.27661852,0.306188172,,-0.325136949
6/1/2012,-2.473382448,-1.741647667,,-0.713561655,,0.030001867,-1.223080177,-0.136250269,-0.584782383,0.709740085,,0.46552716
7/1/2012,-1.427368389,0.40194797,,-1.350102998,,0.288553333,-0.22128277,-0.705205696,-0.734254661,-0.899994254,,0.163462995
1/1/2005,-0.589838786,0.494382244,,-2.494392327,,0.539778883,0.262030401,1.010566933,0.710550973,-0.945777107,,1.059479244
2/1/2005,-0.688719603,1.410702756,,-0.13077312,,1.28666753,1.350170287,-0.320361154,1.932025869,-0.16250527,,-0.850322789
3/1/2005,-2.283900391,-0.202619616,,-0.894111003,,-0.019478323,0.474056711,-0.317790055,-0.680182195,-0.8712252,,0.053418505
4/1/2005,0.519435267,0.661394912,,0.10872563,,0.331569787,-0.671518055,-2.325161177,0.010953775,1.194467261,,1.421264638
5/1/2005,0.993120277,-0.297319921,,0.097618219,,1.27438936,-0.324663258,0.667916031,-0.943968492,-0.872661321,,0.899119805
6/1/2005,0.133377358,-0.504432958,,1.339065487,,-0.925508604,1.040578062,0.372518368,1.66603814,1.146619819,,0.228844929
7/1/2005,-0.891212969,0.189781434,,-1.780458824,,0.653334477,-0.569906102,-0.813363876,1.089855722,0.153970675,,-0.819551467
8/1/2005,-0.898538864,-1.494979789,,0.097714053,,-0.059490408,0.031590799,0.084153074,0.528492653,0.706773054,,-0.212985658
9/1/2005,-0.400587772,0.593354271,,0.645354972,,0.215466537,-0.089948366,-0.394120885,0.949997652,-1.231452944,,0.028740926
10/1/2005,0.658674584,0.163631566,,0.171043135,,-0.953969273,0.402654966,-0.85389604,-1.559486345,0.657021531,,2.123620855
11/1/2005,-1.851873066,-0.746613604,,-0.076119268,,-0.508896787,0.508463114,-0.422399027,-1.359752297,0.997712098,,-0.844304108
12/1/2005,0.218909676,-0.750059588,,-0.294213997,,-1.485577965,-0.373253353,2.002042352,-0.488119823,0.686154043,,-0.958646811
1/1/2006,-0.154834504,2.613089634,,0.129709618,,-0.67531669,-0.611379751,-1.521278834,-0.873992231,2.421176681,,1.382478673
2/1/2006,1.194631662,-2.276485218,,-0.002442605,,0.243761634,0.632272915,1.242312198,1.397450413,0.602036795,,1.148163237
3/1/2006,-0.442966141,1.765735447,,2.183152282,,-0.400513803,-0.534322904,-1.534493869,0.2361699,0.283563786,,1.507890015
4/1/2006,0.833987916,0.096128659,,-1.334288105,,1.775834098,-0.331471683,0.008401972,-0.930508153,-0.182808954,,-0.882955601
5/1/2006,-2.725317424,-1.421320884,,-1.610747335,,0.032046437,-0.249393014,-1.258711836,1.404075575,0.962810238,,0.420521516
6/1/2006,-0.425842794,0.447301466,,1.349148744,,-1.542660647,-0.902594697,0.333637476,0.580232091,0.351867755,,-0.386691909
7/1/2006,1.562546176,0.318763539,,0.048012967,,1.219294497,-0.046193475,0.339300896,0.120650694,0.805689345,,-0.974720852
8/1/2006,-0.280926077,1.751045595,,0.361012009,,0.441290983,0.269807971,-0.299104365,1.147198742,-0.336795352,,-0.627096614
9/1/2006,1.277955425,0.223922701,,0.627577456,,-0.403449975,0.272116659,-0.543717582,-0.07726522,0.441343169,,0.656497182
10/1/2006,1.09581608,0.700262357,,-0.300298864,,1.583967983,1.378746354,-0.06743629,-0.282391651,-0.780253837,,-0.56139349
11/1/2006,0.190293367,1.371866811,,-0.918801374,,1.542281185,-0.394234644,-0.281283571,-0.392752892,0.555390946,,2.017851998
12/1/2006,0.074575839,-0.316764255,,-1.139734618,,0.29425071,-0.168478039,-0.581996128,0.209047871,0.398306447,,-0.299071595
1/1/2007,0.121401841,1.42029017,,0.908234684,,1.11154195,-1.771849989,1.936847059,-1.691330821,1.077972529,,-1.77584639
2/1/2007,0.789973495,0.056390537,,1.58029304,,0.896460393,1.61364892,-0.213480692,-0.873703016,0.036059351,,1.414948337
3/1/2007,-1.38149963,-0.500379019,,1.822472528,,1.439194023,-0.811062376,-0.130454068,0.495350145,0.021377852,,-1.319463941
4/1/2007,0.074525753,0.198783838,,0.371445677,,1.551013693,1.582702387,-1.421677831,-0.406167288,0.066430047,,1.467052448
5/1/2007,0.399866664,0.17862314,,-0.594831548,,-1.285617647,1.624296431,1.031714314,1.725878028,-0.027249021,,-1.904219896
6/1/2007,-1.187059616,-2.286311879,,-0.65060183,,0.128149104,0.584609234,-1.36831079,3.223542912,-0.202031432,,0.050819339
7/1/2007,-0.12468077,-1.853112084,,0.578165911,,1.192975985,0.578470143,0.334567321,-0.007686064,0.111680438,,-0.073707121
8/1/2007,-0.263482839,-1.090094564,,-0.691488185,,-1.124951102,-0.454407712,0.020188825,-0.75714279,-0.278520442,,1.459456235
9/1/2007,0.54654455,-2.067735289,,-0.61910022,,-0.649253969,-0.837300872,-1.071410412,-1.391272579,-0.177659841,,0.393458219
10/1/2007,0.306662651,1.395840785,,1.462924059,,-0.118740656,-1.740209725,-0.866053983,-0.916774371,0.237034035,,0.823494374
11/1/2007,0.481712511,-0.500177983,,1.927622917,,-0.132627617,0.114798268,-0.120520421,1.756623017,0.655113331,,-2.242324489
12/1/2007,1.370996954,-1.650261193,,-0.992926939,,0.092345414,-0.530420132,0.102530928,0.698506683,0.045120656,,0.016027276
1/1/2008,0.911268943,-1.091559676,,-0.738684777,,-0.025681367,-1.053063928,1.029943319,-0.450137849,0.341340668,,-0.485226825
2/1/2008,-0.226659696,0.373372686,,-0.909856931,,-0.049172175,1.415193752,0.135721353,2.026557563,0.594291099,,1.62825763
3/1/2008,1.342715684,-0.495620296,,0.320776722,,0.999827651,0.93202151,1.330865276,-0.677858033,1.765044125,,0.74545349
4/1/2008,0.368460504,-0.686447259,,-0.477852535,,-1.119957486,-2.062177166,-2.079561679,-1.544788037,0.264978617,,-1.336791073
5/1/2008,1.254271132,-0.897898033,,-1.079083191,,0.27835015,0.88705274,0.679917155,0.492249014,-0.307064959,,1.346385187
6/1/2008,1.067672925,1.055558082,,1.855322519,,-0.066691275,1.101085514,0.316732007,0.081833107,-0.39688366,,-0.656142032
7/1/2008,0.257067993,0.701382265,,1.594772347,,-0.875637578,-0.947881503,-0.388002399,0.363836264,-0.245984279,,2.306148687
8/1/2008,-0.061637152,0.836906219,-0.536786844,-1.431258355,,0.863454229,-1.681737565,-0.8896637,-0.434610074,-0.111631593,,-0.353023745
9/1/2008,0.05166843,0.277954479,0.368735351,-0.839724872,,-1.320804641,0.283244144,2.830008426,0.719673404,0.327028623,,0.200301638
10/1/2008,0.316719758,-1.525630465,0.660347559,-1.238426908,,1.322632826,0.761814311,-1.071233736,0.140835424,3.640166713,,-1.046149712
11/1/2008,-1.013621045,-0.637357847,0.605729312,0.244081324,,-0.456340245,0.573934414,0.294240601,0.524177322,-0.321382779,,0.309093754
12/1/2008,-0.853194096,-1.058722069,0.735381223,1.415272085,,0.652303035,-0.947244974,-0.679505577,-0.508233879,-0.68588584,,0.969850691
1/1/2009,0.164412744,0.096052409,0.524122794,-0.22147788,,1.025393979,-1.073373679,0.386884823,0.254949406,-0.510301614,,-0.066096024
2/1/2009,-2.622630149,-0.087292239,0.108472021,-0.07006671,,0.171113015,0.711613836,0.065139278,0.644787683,-1.851393581,,-2.357011851
3/1/2009,0.047420073,-0.286662729,-0.338476789,-0.596715404,,2.223763167,1.234907272,-0.107013881,0.724654051,-0.22494203,,0.803290987
4/1/2009,1.035040667,1.047995213,-1.546728546,0.076947566,,0.063350052,-0.117255883,-1.800814013,1.434777613,0.504590233,,0.203180716
5/1/2009,-0.29861905,-0.097915212,-0.0160388,0.460419027,,0.272234171,-0.07476819,-0.302229344,-0.251602603,1.087425783,,0.869016269
6/1/2009,-0.219914325,-0.079965226,-1.03288489,0.348917161,,0.96059659,-1.557195879,0.681493927,0.716699087,-0.043524166,,-0.27130927
7/1/2009,-0.98215842,1.377399595,0.576804804,0.096720908,,-0.366521342,0.258514507,-0.690613809,1.205524614,-1.22798425,,-1.610231529
8/1/2009,-0.954802841,1.282720262,0.994023977,-0.633172773,,1.031308915,1.219892793,-0.23915599,-0.097764256,-0.119635668,,1.128545084
9/1/2009,-0.186356952,0.437652347,-0.988568961,0.666156158,,-0.825235156,-1.072826741,0.520162775,0.861632797,-0.353645355,,-1.394845982
10/1/2009,-0.042121002,-0.550890153,-0.206138838,0.23976248,,0.170012198,1.668208278,0.699724912,0.039776501,2.194952777,,1.152578889
11/1/2009,0.783835461,0.656303387,0.13106547,-0.709668769,,-1.801284304,0.405220291,0.071440888,-0.09763784,1.021512322,,0.590229795
12/1/2009,-0.013730027,-0.75919977,-0.833129016,0.086761916,,1.875004973,-0.067807825,0.440940625,0.877875143,1.0092314,,0.867547991
1/1/2010,-0.852535422,0.354364795,0.857124023,-0.812184972,,0.495051935,-0.307241439,-0.166281901,-0.265118073,0.314819103,,1.623169758
2/1/2010,0.272905419,-0.908256269,-1.829742501,0.880509844,,-1.637040375,-0.837551216,-0.714684363,0.042261878,1.358259998,,-0.435078507
3/1/2010,-0.327805137,-2.338382387,-0.025192686,-0.471840174,,1.128368036,-0.407470621,0.313794648,0.561521906,-1.165396215,,0.046606832
4/1/2010,-0.418012146,-0.576135872,0.554281932,-1.319255552,,1.312390532,-0.024706674,-0.573054916,-0.123390964,-0.036704382,,-0.205052675
5/1/2010,-1.209121828,-1.26377344,0.067846376,0.625439493,,1.159790327,0.070578208,1.031086109,1.778524944,1.229895056,,1.413387365
6/1/2010,-0.144055154,-0.647708269,-0.063442945,-0.297800954,,0.763752801,-0.552442875,-0.184142299,-0.491679948,-0.209581439,,0.477907584
7/1/2010,-1.000265956,-0.493588325,1.106500641,-0.890521521,,-1.528561863,-0.364795972,1.716852828,-0.442278887,0.729173831,,1.397417914
8/1/2010,0.086043384,1.304714879,1.120787953,0.040954659,,-0.54981425,-1.354075989,0.164573618,-0.998130271,0.715525072,,1.187470158
9/1/2010,-1.875039008,-0.943171423,-0.903338541,-1.11406583,,0.264832276,-0.998153802,-0.963507729,-0.014183793,0.36839804,,0.903772741
10/1/2010,-0.753356519,-0.074158317,-1.104514555,0.818617087,,2.355190823,0.839944306,1.622170413,-0.020531399,0.293320713,,-0.145559298
11/1/2010,0.820360033,0.009623107,0.533332898,-0.84364239,,1.367549194,-0.591378788,1.259514461,0.855582825,-0.488013661,,0.67647164
12/1/2010,-0.365444726,-2.243648638,0.395799213,0.230697285,,-1.285481003,0.935260195,0.131932481,-0.408884533,-0.187663497,,-0.829478826
1/1/2011,1.487364839,-0.748264681,0.385448731,1.689225849,,0.725341109,1.396886498,0.893945243,0.920670037,0.766312901,,-1.315838816
2/1/2011,0.676237619,-0.317684858,-0.08476275,-0.157123515,,0.714593361,0.840418272,-0.309388509,-1.653762692,0.231397594,,-1.602822466
3/1/2011,-0.206788032,0.707827636,1.1294368,-0.030705266,,0.948057776,0.758267497,-0.539777267,-0.092863931,1.499237965,,0.667960408
4/1/2011,-1.017575719,-1.743990319,0.315046811,-1.278216727,,-0.218243221,-1.430800074,-1.075399787,0.015273512,0.141924016,,-1.137953203
5/1/2011,1.057520851,-0.44479412,0.226565663,1.528179021,,-0.52586092,-0.658616712,-0.627645604,0.105063466,-0.495981687,,0.617397605
6/1/2011,-0.428031858,-0.068343534,-0.844205694,-0.045230697,,0.314318112,-0.503749487,-0.792172348,-0.844031283,-0.197982793,,0.126921781
7/1/2011,1.171907163,1.645332139,-0.396067207,1.473082658,,-0.007386184,0.61998317,-0.809289507,1.691690775,0.166288287,,0.519337893
8/1/2011,-1.253137319,0.280641777,-0.8821447,-1.509365633,,-2.441303915,0.993767511,-0.405707744,-0.337206671,1.289819827,,0.109353358
9/1/2011,0.793685266,-0.130751413,0.228667434,-0.367064393,,0.249250702,0.159510622,0.068717504,0.787732087,0.47090464,,0.352820482
10/1/2011,-0.249072018,0.263464941,-1.917090866,-0.666441503,,-1.002584029,-1.928434889,1.500429249,-0.09528644,-0.119641306,,-0.13050896
11/1/2011,0.386193185,1.954880877,-2.510564472,1.532384216,,-0.121415687,0.913561398,-1.208167196,-1.058988216,1.369514423,,-1.034543161
12/1/2011,0.521859674,-0.052118025,-0.331651852,-0.976718457,,0.290238764,-0.130635658,0.157149715,-1.396348624,1.991118297,,0.242809549
1/1/2012,0.922617514,-0.971860746,-0.189133692,-0.789427168,,-0.604942957,0.446348871,0.682187568,0.481342256,-1.623682613,,-0.611586431
2/1/2012,0.458786528,-0.561900043,-0.838127427,-1.023435987,,1.505335518,-2.257246661,-0.595711989,-1.540939547,-1.584874996,,-0.219278092
3/1/2012,-0.082233036,1.319957977,1.558894966,0.66292717,,1.323776606,0.930011658,0.572066864,-0.095699574,0.844370664,,1.152215666
4/1/2012,-0.153844462,0.847163375,0.102406909,-0.601891798,,0.458830052,-0.319982255,2.367735602,0.545397755,-0.051020936,,-1.364191743
5/1/2012,-0.239635143,0.036777408,0.554090889,0.326908349,,0.506256326,-1.218225876,-0.904120978,-0.811332828,0.096113834,,-1.705188238
6/1/2012,-0.997284285,-0.561959107,0.264455894,0.505619719,,-0.477684327,0.958684171,0.138448009,-1.023437269,-0.777684461,,-0.327711061
7/1/2012,0.274225296,2.628615315,-2.044695326,1.522383415,,2.057992202,0.439305627,-0.904156976,-1.916049318,-1.068997427,,0.924150639
1/1/2005,-0.206619201,-0.188721445,0.794098645,0.371618822,,-1.119779758,0.271755027,-1.147687849,-1.218096841,0.940192593,,0.809112712
2/1/2005,-0.152211537,0.489388696,-0.41304586,-1.211583372,,0.645170756,0.725035895,-1.533199987,-0.729359634,0.472725218,,-0.593696787
3/1/2005,-0.427106507,-0.842122434,2.555198083,-0.395944011,,-1.021407128,-1.325515656,-0.867639109,-0.578630239,-0.307936191,,0.408130908
4/1/2005,-1.16718534,-1.380702066,0.604425193,-0.933901714,,0.932320731,-0.519778417,0.877028091,0.098785146,0.733099277,,0.529157652
5/1/2005,-0.969401793,0.257439726,1.446631663,0.222044234,,-1.25504699,0.530823875,-0.840746797,-0.478505989,-0.911339037,,-1.011318561
6/1/2005,1.462288441,-0.139122656,-0.031837976,1.406213018,,0.280731997,0.808657212,-0.437194073,1.232419287,-0.89872291,,0.626196261
7/1/2005,1.617632295,-2.018641319,0.278235318,0.053122333,,0.473500163,0.53341654,0.04136,0.213699499,0.691369095,,-1.882642368
8/1/2005,-0.318039261,0.637477789,-0.708113921,-0.717598503,,1.603652783,0.221567368,-1.649731213,-1.170279301,-0.553720086,,0.543155509
9/1/2005,-2.111398092,1.092628539,-0.523972596,2.077816257,,-0.25294642,0.739386598,0.552699189,0.747377569,-0.012646226,,-0.209905901
10/1/2005,1.677983363,-1.212834966,-1.064814073,-0.321307676,,-1.794976282,1.445441552,-1.045023567,-0.107696937,-1.042631564,,-1.306335298
11/1/2005,1.35482499,1.295202294,-1.180400623,-1.673913889,,-1.069353396,-0.800022508,1.298972122,-0.892947733,-0.222534471,,0.230216944
12/1/2005,-0.667069595,0.31237474,-1.089877654,-0.254467128,,-0.613472798,0.025447693,-1.256251471,-1.643330362,-1.645354993,,-0.100283139
1/1/2006,-1.290133903,-1.413589944,1.588906984,-1.435929761,,-0.206554807,0.628114663,0.144561254,-1.495353387,-1.252944978,,1.34636026
2/1/2006,0.632566891,0.899409528,0.367297302,1.024532916,,1.326322855,-0.824126632,1.097514438,1.315483723,1.4417811,,1.003148917
3/1/2006,0.193369919,0.109124051,0.325957851,-1.492703912,,-1.14789713,-1.081028678,-1.371054605,-0.720042341,1.955234858,,-0.710726778
4/1/2006,0.977184041,1.02719863,0.412466267,2.055681211,,0.399146181,1.92889939,-1.045812222,0.631515054,-0.331066813,,1.406256377
